 1435.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1440.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1445.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1450.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1455.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1460.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1465.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1470.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1475.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1480.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1485.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1490.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1495.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1500.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1505.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1510.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1515.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1520.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1525.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1530.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1535.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1540.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1545.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1550.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1555.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1560.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1565.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1570.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1575.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1580.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1585.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1590.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1595.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1600.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1605.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1610.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1615.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1620.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1625.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1630.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1635.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1640.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1645.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1650.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1655.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1660.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1665.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1670.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1675.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1680.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1685.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1690.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1695.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1700.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1705.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1710.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1715.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1720.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1725.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1730.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1735.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1740.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1745.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1750.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1755.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1760.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1765.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1770.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1775.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1780.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1785.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1790.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1795.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1800.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1805.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1810.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1815.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1820.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1825.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1830.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1835.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1840.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1845.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1850.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1855.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1860.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1865.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1870.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1875.0  0.000001  0.000000  0.000001  0.000000  0.000000
 1880.0  0.000001  0.000000  0.000001  0.000000  0.000000
 1885.0  0.000001  0.000000  0.000001  0.000000  0.000000
 1890.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1895.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1900.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1905.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1910.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1915.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1920.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1925.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1930.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1935.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1940.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1945.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1950.0  0.000000  0.000000  0.000000  0.000000  0.000000
 1955.0  0.000001  0.000000  0.000001  0.000000  0.000000
 1960.0  0.000003  0.000000  0.000003  0.000000  0.000000
 1965.0  0.000005  0.000000  0.000005  0.000000  0.000000
 1970.0  0.000006  0.000000  0.000006  0.000000  0.000000
 1975.0  0.000007  0.000000  0.000007  0.000000  0.000000
 1980.0  0.000008  0.000000  0.000008  0.000000  0.000000
 1985.0  0.000008  0.000000  0.000008  0.000000  0.000000
 1990.0  0.000006  0.000000  0.000006  0.000000  0.000000
 1995.0  0.000004  0.000000  0.000004  0.000000  0.000000
 2000.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2005.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2010.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2015.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2020.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2025.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2030.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2035.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2040.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2045.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2050.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2055.0  0.000020  0.000000  0.000020  0.000000  0.000000
 2060.0  0.000043  0.000000  0.000043  0.000000  0.000000
 2065.0  0.000066  0.000000  0.000066  0.000000  0.000000
 2070.0  0.000087  0.000000  0.000087  0.000000  0.000000
 2075.0  0.000102  0.000000  0.000102  0.000000  0.000000
 2080.0  0.000109  0.000000  0.000109  0.000000  0.000000
 2085.0  0.000106  0.000000  0.000106  0.000000  0.000000
 2090.0  0.000088  0.000000  0.000088  0.000000  0.000000
 2095.0  0.000054  0.000000  0.000054  0.000000  0.000000
 2100.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2105.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2110.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2115.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2120.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2125.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2130.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2135.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2140.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2145.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2150.0  0.000000  0.000000  0.000000  0.000000  0.000000
 2155.0  0.000279  0.000000  0.000279  0.000000  0.000000
 2160.0  0.000627  0.000000  0.000627  0.000000  0.000000
 2165.0  0.001027  0.000000  0.001027  0.000000  0.000000
 2170.0  0.001465  0.000000  0.001465  0.000000  0.000000
 2175.0  0.001926  0.000000  0.001926  0.000000  0.000000
 2180.0  0.002394  0.000000  0.002394  0.000000  0.000000
 2185.0  0.002854  0.000000  0.002854  0.000000  0.000000
 2190.0  0.003290  0.000000  0.003290  0.000000  0.000000
 2195.0  0.003689  0.000000  0.003689  0.000000  0.000000
 2200.0  0.004034  0.000000  0.004034  0.000000  0.000000
 2205.0  0.004314  0.000000  0.004314  0.000000  0.000000
 2210.0  0.004533  0.000000  0.004533  0.000000  0.000000
 2215.0  0.004699  0.000000  0.004699  0.000000  0.000000
 2220.0  0.004820  0.000000  0.004820  0.000000  0.000000
 2225.0  0.004904  0.000000  0.004904  0.000000  0.000000
 2230.0  0.004958  0.000000  0.004958  0.000000  0.000000
 2235.0  0.004992  0.000000  0.004992  0.000000  0.000000
 2240.0  0.005011  0.000000  0.005011  0.000000  0.000000
 2245.0  0.005026  0.000000  0.005026  0.000000  0.000000
 2250.0  0.005042  0.000000  0.005042  0.000000  0.000000
 2255.0  0.005068  0.000000  0.005068  0.000000  0.000000
 2260.0  0.005105  0.000000  0.005105  0.000000  0.000000
 2265.0  0.005157  0.000000  0.005157  0.000000  0.000000
 2270.0  0.005224  0.000000  0.005224  0.000000  0.000000
 2275.0  0.005308  0.000000  0.005308  0.000000  0.000000
 2280.0  0.005411  0.000000  0.005411  0.000000  0.000000
 2285.0  0.005535  0.000000  0.005535  0.000000  0.000000
 2290.0  0.005682  0.000000  0.005682  0.000000  0.000000
 2295.0  0.005853  0.000000  0.005853  0.000000  0.000000
 2300.0  0.006050  0.000000  0.006050  0.000000  0.000000
 2305.0  0.006274  0.000000  0.006274  0.000000  0.000000
 2310.0  0.006516  0.000000  0.006516  0.000000  0.000000
 2315.0  0.006769  0.000000  0.006769  0.000000  0.000000
 2320.0  0.007023  0.000000  0.007023  0.000000  0.000000
 2325.0  0.007269  0.000000  0.007269  0.000000  0.000000
 2330.0  0.007498  0.000000  0.007498  0.000000  0.000000
 2335.0  0.007701  0.000000  0.007701  0.000000  0.000000
 2340.0  0.007870  0.000000  0.007870  0.000000  0.000000
 2345.0  0.007995  0.000000  0.007995  0.000000  0.000000
 2350.0  0.008067  0.000000  0.008067  0.000000  0.000000
 2355.0  0.008082  0.000000  0.008082  0.000000  0.000000
 2360.0  0.008052  0.000000  0.008052  0.000000  0.000000
 2365.0  0.007992  0.000000  0.007992  0.000000  0.000000
 2370.0  0.007917  0.000000  0.007917  0.000000  0.000000
 2375.0  0.007845  0.000000  0.007845  0.000000  0.000000
 2380.0  0.007791  0.000000  0.007791  0.000000  0.000000
 2385.0  0.007770  0.000000  0.007770  0.000000  0.000000
 2390.0  0.007798  0.000000  0.007798  0.000000  0.000000
 2395.0  0.007892  0.000000  0.007892  0.000000  0.000000
 2400.0  0.008067  0.000000  0.008067  0.000000  0.000000
 2405.0  0.008333  0.000000  0.008333  0.000000  0.000000
 2410.0  0.008671  0.000000  0.008671  0.000000  0.000000
 2415.0  0.009058  0.000000  0.009058  0.000000  0.000000
 2420.0  0.009469  0.000000  0.009469  0.000000  0.000000
 2425.0  0.009881  0.000000  0.009881  0.000000  0.000000
 2430.0  0.010268  0.000000  0.010268  0.000000  0.000000
 2435.0  0.010607  0.000000  0.010607  0.000000  0.000000
 2440.0  0.010874  0.000000  0.010874  0.000000  0.000000
 2445.0  0.011044  0.000000  0.011044  0.000000  0.000000
 2450.0  0.011092  0.000000  0.011092  0.000000  0.000000
 2455.0  0.011006  0.000000  0.011006  0.000000  0.000000
 2460.0  0.010806  0.000000  0.010806  0.000000  0.000000
 2465.0  0.010527  0.000000  0.010527  0.000000  0.000000
 2470.0  0.010200  0.000000  0.010200  0.000000  0.000000
 2475.0  0.009859  0.000000  0.009859  0.000000  0.000000
 2480.0  0.009536  0.000000  0.009536  0.000000  0.000000
 2485.0  0.009263  0.000000  0.009263  0.000000  0.000000
 2490.0  0.009074  0.000000  0.009074  0.000000  0.000000
 2495.0  0.009001  0.000000  0.009001  0.000000  0.000000
 2500.0  0.009076  0.000000  0.009076  0.000000  0.000000
 2505.0  0.009322  0.000000  0.009322  0.000000  0.000000
 2510.0  0.009721  0.000000  0.009721  0.000000  0.000000
 2515.0  0.010247  0.000000  0.010247  0.000000  0.000000
 2520.0  0.010871  0.000000  0.010871  0.000000  0.000000
 2525.0  0.011565  0.000000  0.011565  0.000000  0.000000
 2530.0  0.012302  0.000000  0.012302  0.000000  0.000000
 2535.0  0.013054  0.000000  0.013054  0.000000  0.000000
 2540.0  0.013794  0.000000  0.013794  0.000000  0.000000
 2545.0  0.014494  0.000000  0.014494  0.000000  0.000000
 2550.0  0.015126  0.000000  0.015126  0.000000  0.000000
 2555.0  0.015676  0.000000  0.015676  0.000000  0.000000
 2560.0  0.016185  0.000000  0.016185  0.000000  0.000000
 2565.0  0.016705  0.000000  0.016705  0.000000  0.000000
 2570.0  0.017292  0.000000  0.017292  0.000000  0.000000
 2575.0  0.017999  0.000000  0.017999  0.000000  0.000000
 2580.0  0.018879  0.000000  0.018879  0.000000  0.000000
 2585.0  0.019986  0.000000  0.019986  0.000000  0.000000
 2590.0  0.021374  0.000000  0.021374  0.000000  0.000000
 2595.0  0.023098  0.000000  0.023098  0.000000  0.000000
 2600.0  0.025210  0.000000  0.025210  0.000000  0.000000
 2605.0  0.027741  0.000000  0.027741  0.000000  0.000000
 2610.0  0.030623  0.000000  0.030623  0.000000  0.000000
 2615.0  0.033767  0.000000  0.033767  0.000000  0.000000
 2620.0  0.037081  0.000000  0.037081  0.000000  0.000000
 2625.0  0.040474  0.000000  0.040474  0.000000  0.000000
 2630.0  0.043857  0.000000  0.043857  0.000000  0.000000
 2635.0  0.047138  0.000000  0.047138  0.000000  0.000000
 2640.0  0.050226  0.000000  0.050226  0.000000  0.000000
 2645.0  0.053031  0.000000  0.053031  0.000000  0.000000
 2650.0  0.055462  0.000000  0.055462  0.000000  0.000000
 2655.0  0.057447  0.000000  0.057447  0.000000  0.000000
 2660.0  0.058986  0.000000  0.058986  0.000000  0.000000
 2665.0  0.060097  0.000000  0.060097  0.000000  0.000000
 2670.0  0.060800  0.000000  0.060800  0.000000  0.000000
 2675.0  0.061113  0.000000  0.061113  0.000000  0.000000
 2680.0  0.061055  0.000000  0.061055  0.000000  0.000000
 2685.0  0.060643  0.000000  0.060643  0.000000  0.000000
 2690.0  0.059898  0.000000  0.059898  0.000000  0.000000
 2695.0  0.058837  0.000000  0.058837  0.000000  0.000000
 2700.0  0.057479  0.000000  0.057479  0.000000  0.000000
 2705.0  0.055852  0.000000  0.055852  0.000000  0.000000
 2710.0  0.054017  0.000000  0.054017  0.000000  0.000000
 2715.0  0.052045  0.000000  0.052045  0.000000  0.000000
 2720.0  0.050007  0.000000  0.050007  0.000000  0.000000
 2725.0  0.047973  0.000000  0.047973  0.000000  0.000000
 2730.0  0.046013  0.000000  0.046013  0.000000  0.000000
 2735.0  0.044199  0.000000  0.044199  0.000000  0.000000
 2740.0  0.042602  0.000000  0.042602  0.000000  0.000000
 2745.0  0.041290  0.000000  0.041290  0.000000  0.000000
 2750.0  0.040336  0.000000  0.040336  0.000000  0.000000
 2755.0  0.039785  0.000000  0.039785  0.000000  0.000000
 2760.0  0.039585  0.000000  0.039585  0.000000  0.000000
 2765.0  0.039658  0.000000  0.039658  0.000000  0.000000
 2770.0  0.039927  0.000000  0.039927  0.000000  0.000000
 2775.0  0.040316  0.000000  0.040316  0.000000  0.000000
 2780.0  0.040746  0.000000  0.040746  0.000000  0.000000
 2785.0  0.041142  0.000000  0.041142  0.000000  0.000000
 2790.0  0.041425  0.000000  0.041425  0.000000  0.000000
 2795.0  0.041518  0.000000  0.041518  0.000000  0.000000
 2800.0  0.041345  0.000000  0.041345  0.000000  0.000000
 2805.0  0.040870  0.000000  0.040870  0.000000  0.000000
 2810.0  0.040229  0.000000  0.040229  0.000000  0.000000
 2815.0  0.039599  0.000000  0.039599  0.000000  0.000000
 2820.0  0.039157  0.000000  0.039157  0.000000  0.000000
 2825.0  0.039083  0.000000  0.039083  0.000000  0.000000
 2830.0  0.039552  0.000000  0.039552  0.000000  0.000000
 2835.0  0.040743  0.000000  0.040743  0.000000  0.000000
 2840.0  0.042833  0.000000  0.042833  0.000000  0.000000
 2845.0  0.045999  0.000000  0.045999  0.000000  0.000000
 2850.0  0.050420  0.000000  0.050420  0.000000  0.000000
 2855.0  0.056196  0.000000  0.056196  0.000000  0.000000
 2860.0  0.063122  0.000000  0.063122  0.000000  0.000000
 2865.0  0.070915  0.000000  0.070915  0.000000  0.000000
 2870.0  0.079293  0.000000  0.079293  0.000000  0.000000
 2875.0  0.087975  0.000000  0.087975  0.000000  0.000000
 2880.0  0.096677  0.000000  0.096677  0.000000  0.000000
 2885.0  0.105118  0.000000  0.105118  0.000000  0.000000
 2890.0  0.113015  0.000000  0.113015  0.000000  0.000000
 2895.0  0.120087  0.000000  0.120087  0.000000  0.000000
 2900.0  0.126050  0.000000  0.126050  0.000000  0.000000
 2905.0  0.130688  0.000000  0.130688  0.000000  0.000000
 2910.0  0.134040  0.000000  0.134040  0.000000  0.000000
 2915.0  0.136210  0.000000  0.136210  0.000000  0.000000
 2920.0  0.137303  0.000000  0.137303  0.000000  0.000000
 2925.0  0.137422  0.000000  0.137422  0.000000  0.000000
 2930.0  0.136671  0.000000  0.136671  0.000000  0.000000
 2935.0  0.135155  0.000000  0.135155  0.000000  0.000000
 2940.0  0.132979  0.000000  0.132979  0.000000  0.000000
 2945.0  0.130245  0.000000  0.130245  0.000000  0.000000
 2950.0  0.127059  0.000000  0.127059  0.000000  0.000000
 2955.0  0.123532  0.000000  0.123532  0.000000  0.000000
 2960.0  0.119806  0.000000  0.119806  0.000000  0.000000
 2965.0  0.116031  0.000000  0.116031  0.000000  0.000000
 2970.0  0.112358  0.000000  0.112358  0.000000  0.000000
 2975.0  0.108936  0.000000  0.108936  0.000000  0.000000
 2980.0  0.105915  0.000000  0.105915  0.000000  0.000000
 2985.0  0.103445  0.000000  0.103445  0.000000  0.000000
 2990.0  0.101676  0.000000  0.101676  0.000000  0.000000
 2995.0  0.100758  0.000000  0.100758  0.000000  0.000000
 3000.0  0.100840  0.000000  0.100840  0.000000  0.000000
 3005.0  0.102023  0.000000  0.102023  0.000000  0.000000
 3010.0  0.104204  0.000000  0.104204  0.000000  0.000000
 3015.0  0.107229  0.000000  0.107229  0.000000  0.000000
 3020.0  0.110944  0.000000  0.110944  0.000000  0.000000
 3025.0  0.115198  0.000000  0.115198  0.000000  0.000000
 3030.0  0.119835  0.000000  0.119835  0.000000  0.000000
 3035.0  0.124703  0.000000  0.124703  0.000000  0.000000
 3040.0  0.129649  0.000000  0.129649  0.000000  0.000000
 3045.0  0.134519  0.000000  0.134519  0.000000  0.000000
 3050.0  0.139160  0.000000  0.139160  0.000000  0.000000
 3055.0  0.143450  0.000000  0.143450  0.000000  0.000000
 3060.0  0.147398  0.000000  0.147398  0.000000  0.000000
 3065.0  0.151044  0.000000  0.151044  0.000000  0.000000
 3070.0  0.154426  0.000000  0.154426  0.000000  0.000000
 3075.0  0.157585  0.000000  0.157585  0.000000  0.000000
 3080.0  0.160561  0.000000  0.160561  0.000000  0.000000
 3085.0  0.163394  0.000000  0.163394  0.000000  0.000000
 3090.0  0.166123  0.000000  0.166123  0.000000  0.000000
 3095.0  0.168788  0.000000  0.168788  0.000000  0.000000
 3100.0  0.171429  0.000000  0.171429  0.000000  0.000000
 3105.0  0.174077  0.000000  0.174077  0.000000  0.000000
 3110.0  0.176729  0.000000  0.176729  0.000000  0.000000
 3115.0  0.179372  0.000000  0.179372  0.000000  0.000000
 3120.0  0.181996  0.000000  0.181996  0.000000  0.000000
 3125.0  0.184587  0.000000  0.184587  0.000000  0.000000
 3130.0  0.187134  0.000000  0.187134  0.000000  0.000000
 3135.0  0.189625  0.000000  0.189625  0.000000  0.000000
 3140.0  0.192047  0.000000  0.192047  0.000000  0.000000
 3145.0  0.194389  0.000000  0.194389  0.000000  0.000000
 3150.0  0.196639  0.000000  0.196639  0.000000  0.000000
 3155.0  0.198787  0.000000  0.198787  0.000000  0.000000
 3160.0  0.214177  0.014912  0.214177  0.000000  0.000000
 3165.0  0.218408  0.017445  0.218408  0.000000  0.000000
 3170.0  0.222688  0.020123  0.222688  0.000000  0.000000
 3175.0  0.226811  0.022705  0.226811  0.000000  0.000000
 3180.0  0.229366  0.023604  0.229366  0.000000  0.000000
 3185.0  0.229343  0.021682  0.229343  0.000000  0.000000
 3190.0  0.228548  0.018950  0.228548  0.000000  0.000000
 3195.0  0.229166  0.017840  0.229166  0.000000  0.000000
 3200.0  0.249380  0.000000  0.249380  0.000000  0.000000
 3205.0  0.256862  0.000000  0.256862  0.000000  0.000000
 3210.0  0.256041  0.000000  0.256041  0.000000  0.000000
 3215.0  0.239134  0.000000  0.239134  0.000000  0.000000
 3220.0  0.223455  0.000000  0.223455  0.000000  0.000000
 3225.0  0.225395  0.000000  0.225395  0.000000  0.000000
 3230.0  0.232547  0.000000  0.232547  0.000000  0.000000
 3235.0  0.231006  0.000000  0.231006  0.000000  0.000000
 3240.0  0.229666  0.000000  0.229666  0.000000  0.000000
 3245.0  0.239612  0.000000  0.239612  0.000000  0.000000
 3250.0  0.257871  0.000000  0.257871  0.000000  0.000000
 3255.0  0.278553  0.000000  0.278553  0.000000  0.000000
 3260.0  0.298151  0.000000  0.298151  0.000000  0.000000
 3265.0  0.313360  0.000000  0.313360  0.000000  0.000000
 3270.0  0.319294  0.000000  0.319294  0.000000  0.000000
 3275.0  0.313983  0.000000  0.313983  0.000000  0.000000
 3280.0  0.308693  0.000000  0.308693  0.000000  0.000000
 3285.0  0.314632  0.000000  0.314632  0.000000  0.000000
 3290.0  0.329534  0.000000  0.329534  0.000000  0.000000
 3295.0  0.346424  0.000000  0.346424  0.000000  0.000000
 3300.0  0.352963  0.000000  0.352963  0.000000  0.000000
 3305.0  0.341051  0.000000  0.341051  0.000000  0.000000
 3310.0  0.324902  0.000000  0.324902  0.000000  0.000000
 3315.0  0.319462  0.000000  0.319462  0.000000  0.000000
 3320.0  0.320279  0.000000  0.320279  0.000000  0.000000
 3325.0  0.320077  0.000000  0.320077  0.000000  0.000000
 3330.0  0.319676  0.000000  0.319676  0.000000  0.000000
 3335.0  0.321511  0.000000  0.321511  0.000000  0.000000
 3340.0  0.326400  0.000000  0.326400  0.000000  0.000000
 3345.0  0.333620  0.000000  0.333620  0.000000  0.000000
 3350.0  0.337916  0.000000  0.337916  0.000000  0.000000
 3355.0  0.333770  0.000000  0.333770  0.000000  0.000000
 3360.0  0.319149  0.000000  0.319149  0.000000  0.000000
 3365.0  0.296210  0.000000  0.296210  0.000000  0.000000
 3370.0  0.280382  0.000000  0.280382  0.000000  0.000000
 3375.0  0.284697  0.000000  0.284697  0.000000  0.000000
 3380.0  0.299314  0.000000  0.299314  0.000000  0.000000
 3385.0  0.311936  0.000000  0.311936  0.000000  0.000000
 3390.0  0.323314  0.000000  0.323314  0.000000  0.000000
 3395.0  0.335732  0.000000  0.335732  0.000000  0.000000
 3400.0  0.344573  0.000000  0.344573  0.000000  0.000000
